Date,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Day_of_Week,Is_Weekend,Month,Road/Intersection Name_CMH Road,Weather Conditions_Fog,Weather Conditions_Overcast,Weather Conditions_Rain,Weather Conditions_Windy,Roadwork and Construction Activity_Yes
01-02-2022,26233,36.8641617,1.5,90.78188228,100,4,102.466,13.69786805,89.04339406,56.0651499,94,1,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
02-02-2022,25267,28.01800325,1.5,82.73344652,100,0,100.534,12.4101916,77.83302199,90.83276216,114,2,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
02-02-2022,43605,49.20504287,1.5,100,100,4,137.21,65.85986247,89.54184214,53.18972781,97,2,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
03-02-2022,27713,30.18234029,1.5,97.03987423,100,2,105.426,38.39516816,66.76647575,98.87282816,112,3,0,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
03-02-2022,36829,35.08556081,1.5,100,100,1,123.658,36.91610696,73.87835802,71.59035476,109,3,0,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
04-02-2022,36972,57.78243071,1.5,100,100,2,123.944,45.28929893,72.91239174,62.90538216,99,4,0,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
04-02-2022,25298,40.8177896,1.5,89.68195902,100,4,100.596,47.00951239,61.37507433,81.9481511,83,4,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
05-02-2022,34232,30.41361364,1.5,100,100,2,118.464,38.38301734,99.36357856,64.61244784,94,5,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
06-02-2022,37265,48.10191908,1.5,100,100,3,124.53,16.54915848,60.66686202,93.67671321,92,6,1,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
06-02-2022,23468,55.36515584,1.304944485,71.10418977,100,0,96.936,51.06212162,78.21579621,75.90076745,107,6,1,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
07-02-2022,48104,31.96435675,1.5,100,100,0,146.208,57.91047527,80.12881659,88.25744249,100,0,0,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
07-02-2022,33627,35.34008096,1.5,100,100,5,117.254,19.27294594,81.87662055,77.31238001,84,0,0,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
08-02-2022,22330,30.50849477,1.302524039,75.22656911,100,0,94.66,17.16325257,76.41994855,96.65964585,104,1,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
08-02-2022,45752,39.79360953,1.5,100,100,4,141.504,14.40352332,67.49387165,51.62353858,107,1,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
09-02-2022,11122,20.95450474,1.021083916,27.82465792,57.78181447,0,72.244,45.6094189,69.72498122,87.23753658,184,2,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09-02-2022,39145,39.87774821,1.5,100,100,3,128.29,10.51504807,80.72822929,51.87643288,102,2,0,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
10-02-2022,25264,28.7725244,1.5,77.95147926,100,1,100.528,68.46708421,74.61467366,92.08077299,102,3,0,2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
11-02-2022,44136,29.61426327,1.5,100,100,1,138.272,19.44849403,71.84707062,78.61419073,98,4,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
11-02-2022,22683,49.62453986,1.052127195,72.52254074,100,1,95.366,19.21966746,94.34979874,81.68916424,92,4,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
12-02-2022,23302,25.41824571,1.114231846,86.90556218,100,0,96.604,46.87720162,62.28396314,55.52715832,91,5,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12-02-2022,32273,23.74412886,1.5,100,100,0,114.546,65.68810743,79.08585504,56.54405693,92,5,1,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
13-02-2022,40743,30.93331558,1.5,100,100,0,131.486,23.58901393,81.46430037,96.74110202,111,6,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13-02-2022,22426,37.15503928,1.033351622,83.32348837,100,3,94.852,12.71596183,67.47090113,91.56229025,108,6,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
14-02-2022,40343,44.38640023,1.5,100,100,2,130.686,26.92351552,79.32056451,94.34157697,96,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15-02-2022,41665,33.35758015,1.5,100,100,2,133.33,50.14442347,68.60975282,93.0812475,121,1,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
16-02-2022,38008,38.12996305,1.5,100,100,0,126.016,71.00862995,77.86958101,67.14832599,87,2,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16-02-2022,36303,39.69578897,1.5,100,100,1,122.606,49.86376717,94.4445408,53.91691089,82,2,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17-02-2022,35163,55.53140184,1.5,100,100,3,120.326,29.41987144,85.71208201,84.64005993,113,3,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
17-02-2022,43926,40.98099155,1.5,100,100,0,137.852,13.74042217,97.5020135,76.49378128,103,3,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
18-02-2022,33207,50.27429387,1.5,100,100,1,116.414,42.52826279,92.82943363,80.72705091,111,4,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
18-02-2022,33978,44.57537163,1.5,100,100,1,117.956,19.54597735,67.86754233,52.76661936,90,4,0,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
19-02-2022,38723,40.06420775,1.5,100,100,2,127.446,31.96475003,65.6737759,60.69006053,85,5,1,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
19-02-2022,14098,31.14590608,1.390431333,47.63942061,74.54321828,0,78.196,23.37363081,77.63019774,79.23784042,195,5,1,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
20-02-2022,39196,32.41954484,1.5,100,100,2,128.392,22.84205193,90.33614692,51.0993261,110,6,1,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
21-02-2022,12061,28.77534669,1.151983981,39.17303789,65.1114822,0,74.122,41.65280576,65.34062205,52.39788662,212,0,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
21-02-2022,23213,37.37582049,1.046751504,87.09383547,100,0,96.426,23.9357619,83.50812913,53.20217619,92,0,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
22-02-2022,49188,51.67256842,1.5,100,100,3,148.376,70.28625591,66.18739393,72.57735114,97,1,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22-02-2022,35250,31.31550125,1.5,100,100,0,120.5,11.04989503,66.44400093,99.80063917,89,1,0,2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
23-02-2022,22280,36.09431189,1.222494558,72.4948853,100,0,94.56,78.15844944,69.22554561,88.64369682,95,2,0,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
23-02-2022,34513,20,1.5,100,100,2,119.026,19.84573375,88.66527747,71.86408241,97,2,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
24-02-2022,48571,20,1.5,100,100,4,147.142,14.67251784,64.65782096,79.82372888,93,3,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
24-02-2022,31883,46.7994213,1.5,100,100,2,113.766,58.75550284,75.04167164,97.13048551,110,3,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
25-02-2022,36474,35.33443468,1.5,100,100,4,122.948,77.32337348,76.63144248,80.05413327,92,4,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25-02-2022,32188,46.54693767,1.5,100,100,1,114.376,77.31483446,80.4587016,86.69601851,97,4,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
26-02-2022,10949,35.27701755,1.058406762,32.28023174,52.84265314,0,71.898,56.45931352,75.24402054,85.97351157,193,5,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
26-02-2022,36263,36.75386125,1.5,100,100,4,122.526,45.84163724,81.95367022,76.9163186,102,5,1,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
27-02-2022,44916,49.34408045,1.5,100,100,2,139.832,58.08491917,71.76013554,77.99465508,94,6,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
27-02-2022,21542,45.30146399,1.268389884,76.88542036,100,1,93.084,51.87277119,70.57617192,76.38122284,100,6,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
28-02-2022,36715,52.84882399,1.5,100,100,3,123.43,42.24794814,95.63296526,54.72312129,96,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
28-02-2022,36263,30.59725363,1.5,100,100,2,122.526,17.51527829,65.82514954,51.67189928,99,0,0,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
01-03-2022,26871,20,1.5,98.53106564,100,2,103.742,11.67828132,72.52101419,90.99340738,101,1,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
01-03-2022,47746,39.82790124,1.5,100,100,2,145.492,62.0451775,81.27953273,90.45172751,109,1,0,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
02-03-2022,24147,56.93586535,1.373310565,86.61033009,100,0,98.294,39.94764196,67.89945127,95.53989555,89,2,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
02-03-2022,40261,26.77664529,1.5,100,100,3,130.522,57.13740353,95.65130659,90.19423544,90,2,0,3,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
03-03-2022,49220,36.63286053,1.5,100,100,0,148.44,10.48703111,69.60506482,55.04035986,93,3,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
03-03-2022,36902,42.67590077,1.5,100,100,6,123.804,49.38980803,63.98923889,96.09778151,87,3,0,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
04-03-2022,38842,41.74694978,1.5,100,100,3,127.684,65.97050509,83.22479042,88.65450708,95,4,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
04-03-2022,32571,26.09195734,1.5,100,100,2,115.142,58.93191898,70.11647222,52.02439122,97,4,0,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
05-03-2022,13161,40.63433949,1.146501202,45.90097013,66.86816947,0,76.322,73.31317491,80.12913382,73.2392103,185,5,1,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
05-03-2022,37812,30.89970588,1.5,100,100,0,125.624,78.2923478,94.73295855,94.66180736,114,5,1,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
06-03-2022,40234,20,1.5,100,100,0,130.468,72.4478411,61.23132409,87.41981781,78,6,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
06-03-2022,33106,34.48882737,1.5,100,100,5,116.212,21.14981261,77.41557585,70.0949354,102,6,1,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
07-03-2022,24956,39.22771274,1.091594874,83.71951194,100,4,99.912,39.8510664,84.2477415,77.88823795,104,0,0,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
07-03-2022,23799,45.46478669,1.16314401,83.43069045,100,3,97.598,43.77160293,83.89397204,73.6231057,106,0,0,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
08-03-2022,21726,32.25388709,1.272063419,63.58267582,100,0,93.452,79.97712437,66.86090775,88.57732287,91,1,0,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
08-03-2022,39430,36.84858654,1.5,100,100,3,128.86,20.46560477,83.07638141,82.8747115,90,1,0,3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
09-03-2022,34407,22.84727424,1.5,100,100,3,118.814,69.58975486,91.02618541,64.40747445,95,2,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
09-03-2022,50717,27.89863393,1.5,100,100,3,151.434,11.56111934,84.3802049,68.39161122,97,2,0,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
10-03-2022,36665,21.17104081,1.5,100,100,0,123.33,76.79809091,65.69144874,85.42391266,81,3,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11-03-2022,24681,52.4371582,1.136366564,83.14068757,100,2,99.362,33.46562261,61.68179184,79.91188799,112,4,0,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
11-03-2022,25517,39.48078341,1.5,88.77375651,100,1,101.034,49.92702697,90.25910715,55.52895935,111,4,0,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
12-03-2022,22597,34.67994344,1.246753629,76.00536714,100,1,95.194,45.17707387,70.84711143,97.38012508,99,5,1,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
12-03-2022,26937,38.81724745,1.5,98.35017484,100,3,103.874,16.29147961,65.27719303,74.77545887,85,5,1,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
13-03-2022,37514,32.72278997,1.5,100,100,3,125.028,75.51686076,66.58964153,52.10752085,99,6,1,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
13-03-2022,26793,39.44968315,1.5,81.17656241,100,0,103.586,51.55568056,95.46937568,83.5331658,115,6,1,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
14-03-2022,20041,65.26817116,1.351103337,58.80396675,97.78240061,1,90.082,32.45350898,75.48621576,81.12968983,98,0,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14-03-2022,11027,45.79579547,1.156691105,38.54210189,52.89185897,0,72.054,64.23051358,97.87164689,55.02202089,192,0,0,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
15-03-2022,21835,41.61330946,1.150727842,75.34698542,100,1,93.67,52.98218389,94.43420112,87.66067194,101,1,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
15-03-2022,53009,46.36455574,1.5,100,100,1,156.018,29.45454075,95.61257825,77.49942079,97,1,0,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
16-03-2022,24004,31.24914767,1.317291871,73.01640622,100,1,98.008,56.33424111,78.67997678,90.60166465,88,2,0,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17-03-2022,36346,34.70233512,1.5,100,100,2,122.692,79.26953658,66.30754688,75.81699094,109,3,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17-03-2022,32671,52.12711411,1.5,99.22672413,100,0,115.342,10.08425297,84.64394249,59.45085337,90,3,0,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
18-03-2022,34188,49.58657523,1.5,100,100,2,118.376,57.79298473,77.08812109,79.57643987,107,4,0,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
18-03-2022,23926,33.69955831,1.103555497,84.84379948,100,1,97.852,22.66811448,91.89036103,72.84901798,95,4,0,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
19-03-2022,24566,43.97943609,1.208035975,79.90065229,100,2,99.132,50.94552828,86.60816414,85.63590015,114,5,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
19-03-2022,37666,54.85944776,1.5,100,100,3,125.332,15.8766163,73.58259382,65.54230778,123,5,1,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
20-03-2022,52168,37.33285041,1.5,100,100,1,154.336,12.80137485,68.03404864,59.30042159,92,6,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
20-03-2022,12426,64.87806565,1.177657681,44.10879882,65.40679407,0,74.852,54.87836255,98.14288895,91.98122479,197,6,1,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
21-03-2022,35484,33.53368226,1.5,100,100,3,120.968,32.31588532,62.0508133,69.7834957,90,0,0,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
21-03-2022,23109,50.4189282,1.293687336,82.17964649,100,2,96.218,13.21510226,64.46412798,59.35725157,100,0,0,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
22-03-2022,37476,23.6893137,1.5,100,100,1,124.952,72.13122935,82.65562883,84.07675001,95,1,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22-03-2022,32927,22.97831633,1.5,100,100,3,115.854,62.07056966,94.25496393,65.50081779,97,1,0,3,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
23-03-2022,53125,20,1.5,100,100,3,156.25,39.44775659,93.31372371,50.96158517,90,2,0,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
23-03-2022,34618,40.96572345,1.5,100,100,2,119.236,42.98755016,61.07082343,54.5968968,106,2,0,3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
24-03-2022,30316,33.39961326,1.5,100,100,2,110.632,12.83071818,95.71173426,99.91515779,89,3,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
